word1,word2,strategy,detail,cosine_similarity,human_score,in_vocab
isitimela,umsakazo,semantic_across,transport_vs_technology,0.526634,0.458644,Both
futhi,omncane,cooccurrence,freq=328,0.091274,0.228892,Both
uyakhulekela,uziqambela,morphological,class11,0.174307,0.317015,Both
"bulungiseke,”",olubhekiswe,random_unrelated,,0.494081,0.390857,Both
uyakwazi,uzibuka,morphological,class11,0.139762,0.292833,Both
ugqama,usayine,morphological,class11,0.601468,0.616028,Both
esifundeni,league,cooccurrence,freq=4,0.541692,0.544184,Both
abaphathi,enelspruit,cooccurrence,freq=4,0.233727,0.328609,Both
emgwaqeni,iqala,cooccurrence,freq=2,0.280128,0.36109,Both
lusabalale,ubabonga,cooccurrence,freq=160,0.227485,0.324239,Both
emnandi,ujabula,cooccurrence,freq=40,0.230259,0.326181,Both
aqhele,201),random_unrelated,,0.193894,0.180726,Both
akade,usanda,cooccurrence,freq=2,0.488954,0.507268,Both
control,"kulokho,""",random_unrelated,,0.598421,0.463894,Both
nezilwane,zenza,cooccurrence,freq=6,0.317949,0.387564,Both
ezizomholela,nowangolwesibili.,random_unrelated,,0.378598,0.310019,Both
namazweni.,health,random_unrelated,,0.322463,0.270724,Both
"uhlabisa,odabuka",ulungise,morphological,class11,0.354883,0.443418,Both
sizathu,mubi,random_unrelated,,0.406834,0.329784,Both
abakhiqizi,intsha,cooccurrence,freq=240,0.210778,0.312545,Both
inja,amahhashi,semantic_within,animals,0.354718,0.473302,Both
futhi,ukusebenza,cooccurrence,freq=1790,0.316366,0.386456,Both
emalungeni,balekelela,random_unrelated,,0.092184,0.109529,Both
kahle,"ulwazi,",cooccurrence,freq=6,0.229953,0.325967,Both
yengoma,“ingoma,random_unrelated,,0.810569,0.612398,Both
uhulumeni,isizwe,semantic_within,government,0.179831,0.350882,Both
okugcoba,wayifaka,random_unrelated,,0.483962,0.383773,Both
"zakhe,","olwandle,",random_unrelated,,0.201412,0.185988,Both
zezemfundo.,linye,random_unrelated,,0.343736,0.285615,Both
izinga,izikhwama,morphological,class8_plural,0.228679,0.355075,Both
uzixine,usalinde,morphological,class11,0.616702,0.626691,Both
development,izipho,random_unrelated,,0.099601,0.114721,Both
ikhaya,"ngobunyoninco,",cooccurrence,freq=16,0.106892,0.239825,Both
ufuna,"uyamhlonipha,",cooccurrence,freq=24,0.170765,0.284536,Both
bathi,zigaya,random_unrelated,,0.252895,0.222026,Both
679),usinokholo.,random_unrelated,,0.229276,0.205493,Both
ngezitini,sizungeze,random_unrelated,,0.417757,0.33743,Both
619),ngakubo,random_unrelated,,0.316706,0.266694,Both
bafunda,bezempilo,cooccurrence,freq=86,0.144572,0.266201,Both
uhulumeni,umbuso,semantic_within,government,0.209548,0.371684,Both
basize,okwenza,cooccurrence,freq=356,0.130786,0.25655,Both
isifo,ukugula,semantic_within,health,0.377021,0.488915,Both
abanye.,abangabazi,morphological,class2_plural,0.179132,0.320392,Both
eziletha,"ama-anticogulant,",random_unrelated,,0.353066,0.292146,Both
"nezaga,",service,random_unrelated,,0.534586,0.41921,Both
ahlolwe,elidle,random_unrelated,,0.556364,0.434455,Both
onesifundo,elingangenisela,random_unrelated,,0.181517,0.172062,Both
"biking,",deep,random_unrelated,,0.77817,0.589719,Both
ukufaka,ukuzokwethula,morphological,class15_infinitive,0.403931,0.477752,Both
balondoloza,"kwabo,",cooccurrence,freq=140,0.138242,0.261769,Both
umuntu,inyuvesi,semantic_across,family_vs_education,0.190611,0.223428,Both
abathanda,abashonile,morphological,class2_plural,0.389554,0.467688,Both
zazigcwele,nangokuthi,random_unrelated,,0.18517,0.174619,Both
ukudluliselwa,zalo,random_unrelated,,0.349551,0.289686,Both
bacula,esiteshini,cooccurrence,freq=4,0.355575,0.413903,Both
nalo.,nabazimisele.,random_unrelated,,0.283974,0.243782,Both
ingane,umfana,semantic_within,family,0.299788,0.434852,Both
iphakama,izingane,cooccurrence,freq=48,0.106929,0.23985,Both
amajaji,ngo-12,random_unrelated,,0.516138,0.406297,Both
iqhude,theknoloji,semantic_across,animals_vs_technology,0.513744,0.449621,Both
athole,“sizobhekana,random_unrelated,,0.116435,0.126504,Both
abasondelene,"nezamaqanda,",random_unrelated,,0.515511,0.405857,Both
uyazama,yobubanzi,cooccurrence,freq=2,0.399938,0.444956,Both
emangalisayo,23),random_unrelated,,0.258008,0.225606,Both
abo,indlela,cooccurrence,freq=224,0.241836,0.334285,Both
incazelo,incokola,morphological,class9_singular,0.333787,0.428651,Both
ulungelo,ngempelasonto,random_unrelated,,0.230451,0.206316,Both
amasudi,amadodana,morphological,class6_plural,0.170853,0.314597,Both
2023.,amabhubesi,random_unrelated,,0.521352,0.409946,Both
isikole,ukubhala,semantic_within,education,0.16054,0.337378,Both
igingqike,i-diffuser,morphological,class5_singular,0.738679,0.712075,Both
abakuthandayo,wabo.,cooccurrence,freq=2,0.152395,0.271677,Both
elithandekayo,nokusebenza,cooccurrence,freq=2,0.148224,0.268756,Both
amazambane,ukuphuza,semantic_within,food,0.383421,0.493395,Both
ngendondo,408),random_unrelated,,0.407599,0.33032,Both
bayakhuluma,onesimilo,cooccurrence,freq=2,0.212593,0.313815,Both
ngemuva,nemamelodi,random_unrelated,,0.27388,0.236716,Both
indiza,ubukhosi,semantic_across,transport_vs_culture,0.288498,0.291948,Both
ukuhlelela,ukubalawula.,morphological,class15_infinitive,0.386757,0.46573,Both
igada,ixhunywe,morphological,class5_singular,0.581972,0.60238,Both
zibanikeza,base-europe,random_unrelated,,0.302886,0.257021,Both
imali,amasheya,semantic_within,money,0.209939,0.371957,Both
baphokophele,enginikwe,random_unrelated,,0.296187,0.252331,Both
wakhula,wethu.,random_unrelated,,0.143882,0.145718,Both
"kimi,”",ompofu,random_unrelated,,0.243265,0.215286,Both
ukuphakamisa,ukusindwa,morphological,class15_infinitive,0.297714,0.4034,Both
efudumele.,engingayenza,random_unrelated,,0.260013,0.227009,Both
kuphele,wabanga,cooccurrence,freq=2,0.382507,0.432755,Both
mbono.,kuzomnika,random_unrelated,,0.372976,0.306083,Both
ngobuningi,ebusuku,random_unrelated,,0.120943,0.12966,Both
kokuziphatha,"control,",random_unrelated,,0.192815,0.17997,Both
utshele,ugcina,morphological,class11,0.399182,0.474428,Both
umculi,ikhwaya,semantic_within,music,0.417538,0.517277,Both
88),shabalala,random_unrelated,,0.33084,0.276588,Both
ziyadlala.,i-outlaws.,random_unrelated,,0.214474,0.195132,Both
engaphansi,kuka-21.,cooccurrence,freq=4,0.536965,0.540875,Both
itekisi,uhambo,semantic_within,transport,0.204793,0.368355,Both
imivuzo,yokuvimbela,random_unrelated,,0.428858,0.3452,Both
uyazibuza,ulele.,morphological,class11,0.157412,0.305188,Both
"bomdabu,",okusebenza,cooccurrence,freq=52,0.062508,0.208756,Both
ezibalulekile,"yabantu,",cooccurrence,freq=32,0.110026,0.242018,Both
aze,"ekuphileni,",random_unrelated,,0.190162,0.178114,Both
enkundleni,ubezomthumelela,random_unrelated,,0.138582,0.142007,Both
umbuso,isizwe,semantic_within,government,0.099429,0.294601,Both
indawo,izazi,cooccurrence,freq=46,0.103229,0.23726,Both
isinyathelo,kube,random_unrelated,,0.100368,0.115258,Both
"amadolobha,",amanothi,morphological,class6_plural,0.354965,0.443476,Both
"empangeni,",abayiqoqa,random_unrelated,,0.349751,0.289826,Both
ezijulile,abezimo,random_unrelated,,0.202277,0.186594,Both
abagqamile,awuhambisani,random_unrelated,,0.484883,0.384418,Both
emuzini,ngokwanele,cooccurrence,freq=2,0.290763,0.368534,Both
idolobha,ikhaya,semantic_within,places,0.050357,0.26025,Both
umnyango,umsiza,morphological,class1_singular,0.487654,0.536358,Both
isinkwa,ukuphuza,semantic_within,food,0.385308,0.494715,Both
isithunzi,"yango-2023,",random_unrelated,,0.333522,0.278465,Both
amajean,imaths,random_unrelated,,0.177933,0.169553,Both
engingayenza,zentuthuko.,random_unrelated,,0.408513,0.330959,Both
mahhala,ukuhlolwa,cooccurrence,freq=2,0.384025,0.433817,Both
kanzima,ngobuningi,cooccurrence,freq=2,0.324949,0.392465,Both
icwecwe,umrepha,semantic_within,music,0.555549,0.613885,Both
ase-afrika,ngokwezizathu,cooccurrence,freq=2,0.386883,0.435818,Both
uyokwenza,uyahlonishwa,morphological,class11,0.316936,0.416855,Both
bokuthi,uphinde,cooccurrence,freq=2,0.151948,0.271363,Both
yizinto,yesikole,random_unrelated,,0.024884,0.062419,Both
isikweleta,zezamabhizinisi,random_unrelated,,0.47294,0.376058,Both
uphoqeleke,usedalule,morphological,class11,0.621678,0.630175,Both
kwalo,okhuthazayo,cooccurrence,freq=4,0.293449,0.370414,Both
indoda,abantu,semantic_within,family,0.185237,0.354666,Both
iyaguquka,iyavikela,morphological,class5_singular,0.35161,0.441127,Both
"enhlangothini,",ngokubambisana,cooccurrence,freq=26,0.334351,0.399046,Both
abe,amahhashi,cooccurrence,freq=2,0.347049,0.407934,Both
indoda,mfowethu,semantic_within,family,0.459214,0.54645,Both
izimpilo,lokhu,cooccurrence,freq=64,0.158017,0.275612,Both
isikweletu,idola,semantic_within,money,0.480468,0.561328,Both
ngokubona,wafundisa,cooccurrence,freq=6,0.190101,0.298071,Both
ukunakekelwa,wesunflower,random_unrelated,,0.042305,0.074613,Both
ezinothando,i-innobiz,cooccurrence,freq=2,0.335836,0.400085,Both
uyalala,usho,morphological,class11,0.131126,0.286788,Both
ufune,u-hewlett,morphological,class11,0.584265,0.603985,Both
ibalulekile,omuhle,cooccurrence,freq=24,0.19672,0.302704,Both
bazikhuthaze,ukuze,cooccurrence,freq=10344,0.097421,0.233195,Both
ewu-15,wentando,random_unrelated,,0.396819,0.322773,Both
impilo,ikhwaya,semantic_across,health_vs_music,0.045594,0.121916,Both
"nezezimali,",uyamvumela,random_unrelated,,0.326299,0.27341,Both
umfana,umuntu,semantic_within,family,0.280053,0.421037,Both
iyakhiwa,angaphambili.,random_unrelated,,0.177594,0.169316,Both
sokugxila,bhengu,random_unrelated,,0.457149,0.365004,Both
"ngo-2023,","zezikhali,",random_unrelated,,0.170476,0.164333,Both
imoto.,“ngijabule,random_unrelated,,0.308221,0.260755,Both
okuyingozi,lokuqeda,random_unrelated,,0.461442,0.368009,Both
amakati,"ama-video,”",morphological,class6_plural,0.379007,0.460305,Both
ushaya,ubemthandazela,morphological,class11,0.365455,0.450819,Both
kwakhona,ekhombiswa,random_unrelated,,0.239889,0.212922,Both
ivele,ihlanzekile,morphological,class5_singular,0.214125,0.344887,Both
abalithandayo.,abazishadayo,morphological,class2_plural,0.34069,0.433483,Both
amacala,"emculweni.""",random_unrelated,,0.445797,0.357058,Both
amasimu,sokusebenzisa,cooccurrence,freq=2,0.159725,0.276808,Both
itheku,isikhungo,semantic_within,places,0.191519,0.359063,Both
kanokusho,kunesidingo,random_unrelated,,0.204691,0.188284,Both
kusiza,ngakho-ke,cooccurrence,freq=50,0.15155,0.271085,Both
kusihlwa,ngicwaninge,random_unrelated,,0.265832,0.231083,Both
uthubeleza,ubambisene,morphological,class11,0.270661,0.384463,Both
imifino,ucingo,semantic_across,food_vs_technology,0.364533,0.345173,Both
amanzi,amasiko,semantic_across,nature_vs_culture,0.054807,0.128365,Both
"esontweni,",sehholo,random_unrelated,,0.46015,0.367105,Both
amandla,isimo,cooccurrence,freq=14,0.011254,0.172878,Both
ukwengamela,ukushaqeka,morphological,class15_infinitive,0.569325,0.593528,Both
ugqozi,ngokuzazi,random_unrelated,,0.356994,0.294896,Both
okhulumaayo,ikhona,random_unrelated,,0.136986,0.14089,Both
amandla,esikhathini,cooccurrence,freq=54,0.121002,0.249702,Both
emzini.,noma,cooccurrence,freq=24,0.201836,0.306285,Both
"ukukhuluma,",ukuzala,morphological,class15_infinitive,0.299037,0.404326,Both
ulimi,unxusiwe,morphological,class11,0.168589,0.313012,Both
ongamisa,zomphakathi,cooccurrence,freq=10,0.288719,0.367103,Both
kweqophamlando,zasemakhaya.,random_unrelated,,0.148515,0.148961,Both
lezo,zinkinga.,cooccurrence,freq=2,0.291714,0.3692,Both
lapho.,bangathathwa,random_unrelated,,0.264783,0.230348,Both
ulwandle,imithi,semantic_within,nature,0.306882,0.439817,Both
iwuhlelo,ibhakede,morphological,class5_singular,0.389647,0.467753,Both
ikati,izinja,semantic_within,animals,0.548692,0.609084,Both
ngenxa,ukubaluleka,cooccurrence,freq=16768,0.287544,0.36628,Both
ingoma,umculo,semantic_within,music,0.256124,0.404287,Both
izinkabi,iziqholo,morphological,class8_plural,0.389576,0.467703,Both
beyidansela,"emvelweni,",random_unrelated,,0.166985,0.161889,Both
bubamba,abahlukene.,random_unrelated,,0.385319,0.314723,Both
uzofunda,ungisize,morphological,class11,0.223358,0.351351,Both
okumenze,bakugweme,random_unrelated,,0.492543,0.38978,Both
okwengeza,omkhulu,cooccurrence,freq=8,0.210612,0.312428,Both
yesayensi,kwakhe,random_unrelated,,0.165849,0.161094,Both
onamandla,ubuhlebezwe,cooccurrence,freq=20,0.320036,0.389025,Both
isikole,ulwazi,semantic_within,education,0.24962,0.399734,Both
ubrigadier,ungaqala,morphological,class11,0.569349,0.593545,Both
ukubuyela,ukukuhlola,morphological,class15_infinitive,0.427858,0.494501,Both
ikhwehlela,ibhayisikili.,morphological,class5_singular,0.368657,0.45306,Both
wamazwe,wokubhukuda,cooccurrence,freq=14,0.519771,0.52884,Both
ukhule,ukuyithwalisa,morphological,class15_infinitive,0.168634,0.313044,Both
ilokishi,ikhaya,semantic_within,places,0.031542,0.247079,Both
inkampani,amasheya,semantic_within,money,0.409027,0.511319,Both
ukudla,isinkwa,semantic_within,food,0.113494,0.304446,Both
ubumane,ungadlali,morphological,class11,0.490412,0.538288,Both
yimanje,bengimema,random_unrelated,,0.504764,0.398335,Both
ukuzimisela.,ukukhuphuka,morphological,class15_infinitive,0.101228,0.265859,Both
imeya,icala,semantic_within,government,0.521499,0.590049,Both
abazimisele,ngezinto,cooccurrence,freq=86,0.124497,0.252148,Both
incwadi,ukufunda,semantic_within,education,0.146385,0.32747,Both
"i-meyo,",ivikelwe,morphological,class5_singular,0.404103,0.477872,Both
ukubala,ukwamukela,morphological,class15_infinitive,0.304599,0.408219,Both
abashadayo,abacindezelekayo,morphological,class2_plural,0.250899,0.370629,Both
abasolwa,ababehlala,morphological,class2_plural,0.420464,0.489325,Both
ucula,uzosebenzisana,morphological,class11,0.26486,0.380402,Both
iyisibani,yokusebenza,cooccurrence,freq=176,0.183768,0.293638,Both
"amakhulu,",ukuhlangana,cooccurrence,freq=14,0.245504,0.336853,Both
mothoalo,banikeze,random_unrelated,,0.186888,0.175822,Both
basebenzisana,"lesihlanu,",cooccurrence,freq=6,0.24634,0.337438,Both
othisha,umndeni,cooccurrence,freq=18,0.380444,0.431311,Both
ngokuzinikela,uphiwayinkosi,cooccurrence,freq=12,0.124583,0.252208,Both
isikole,umfundi,semantic_within,education,0.313462,0.444423,Both
ukufunda,ukudluliselwa,morphological,class15_infinitive,0.094812,0.261368,Both
ifunda,iyajikeleza,morphological,class5_singular,0.230623,0.356436,Both
amasheya,ingcebo,semantic_within,money,0.491548,0.569083,Both
"ejele,",isikhumba,cooccurrence,freq=18,0.407583,0.450308,Both
izindlulamithi,izinkolo,morphological,class8_plural,0.444474,0.506132,Both
sezinsuku,"kulokho,""",random_unrelated,,0.069773,0.093841,Both
umdlalo,imidlalo,semantic_within,sport,0.397218,0.503052,Both
ukungawi.,ukuyidlulisela,morphological,class15_infinitive,0.538227,0.571759,Both
yi-esayidi,"labantwana,",random_unrelated,,0.189173,0.177421,Both
bengamfaki,ngalokho.,random_unrelated,,0.294661,0.251263,Both
ilandele,i-malnutrition.,morphological,class5_singular,0.42182,0.490274,Both
uyahleka,usma.,morphological,class11,0.232488,0.357742,Both
ungakwenza,ziyakhula,random_unrelated,,0.224233,0.201963,Both
iyasiza.,idlula,morphological,class5_singular,0.670232,0.664162,Both
baye,kokuphothula,cooccurrence,freq=2,0.211637,0.313146,Both
jikelele.,kwezilwane,cooccurrence,freq=2,0.415354,0.455748,Both
umfundisi,unomfundo,cooccurrence,freq=4,0.476981,0.498887,Both
ukuphepha,ukumosha,morphological,class15_infinitive,0.373377,0.456364,Both
"u-2023,",urabi,morphological,class11,0.709908,0.691936,Both
ugqama,u-r30,morphological,class11,0.748025,0.718617,Both
waqeda,uthebe,random_unrelated,,0.562401,0.43868,Both
uphumlani,udlula,morphological,class11,0.433379,0.498365,Both
iyanda,ibhande,morphological,class5_singular,0.057469,0.235228,Both
"namuhla,",ojabulayo,cooccurrence,freq=2,0.460704,0.487493,Both
iluma,iyisendlalelo,morphological,class5_singular,0.516274,0.556392,Both
somdlali,omningi.,random_unrelated,,0.295733,0.252013,Both
labo,neizingubo,cooccurrence,freq=28,0.097558,0.23329,Both
ayizuza.,"isisekelo,",random_unrelated,,0.219953,0.198967,Both
emikhakheni,yase-university,random_unrelated,,0.154792,0.153354,Both
ukuthi,ukungawi.,morphological,class15_infinitive,0.166612,0.311629,Both
"enkonzweni,",izisebenzi,cooccurrence,freq=2,0.246104,0.337273,Both
abanye,abawu-70,morphological,class2_plural,0.029487,0.215641,Both
isikole.,isigameko,morphological,class7_singular,0.291581,0.399107,Both
ngesineke,omuhle,cooccurrence,freq=28,0.162776,0.278943,Both
baphinde,ukuthuthuka.,cooccurrence,freq=8,0.19997,0.304979,Both
ibheyili,wemizamo,random_unrelated,,0.24091,0.213637,Both
iqonde,"ilokishi,",morphological,class5_singular,0.290566,0.398396,Both
izinto,izibuko,morphological,class8_plural,0.097521,0.263264,Both
"abazithandayo,",abanamakhono,morphological,class2_plural,0.179794,0.320855,Both
izintaba,imithi,semantic_within,nature,0.093557,0.29049,Both
umakhi,umusi,morphological,class1_singular,0.223363,0.351354,Both
"yokufunda,","imali,”",random_unrelated,,0.19593,0.182151,Both
umhlengikazi,impilo,semantic_within,health,0.138221,0.321755,Both
nazo,zokhonzani,cooccurrence,freq=4,0.336701,0.400691,Both
komqeqeshi,ngaphansi,cooccurrence,freq=2,0.479497,0.500648,Both
bayizisulu,kuhambe,random_unrelated,,0.216758,0.19673,Both
"womphakathi,","mission,",random_unrelated,,0.226927,0.203849,Both
premiership,ziguqisa,cooccurrence,freq=2,0.726525,0.673567,Both
umfana,abantu,semantic_within,family,0.123187,0.311231,Both
"ekuthuthukeni,",yomsebenzi,cooccurrence,freq=784,0.404569,0.448199,Both
zokudlela.,"mhlungu,",random_unrelated,,0.195083,0.181558,Both
ukuwenza,ukulandelela,morphological,class15_infinitive,0.489875,0.537912,Both
ubufakazi,uhlabisa.,morphological,class11,0.397862,0.473503,Both
ihlolwe.,ibe-sporty.,morphological,class5_singular,0.637025,0.640918,Both
"wokwenza,",baleli,random_unrelated,,0.127839,0.134488,Both
kwesistimu,ziyakhuluma,random_unrelated,,0.079048,0.100334,Both
baziwa,ukufana,cooccurrence,freq=4,0.252896,0.342027,Both
ukumakelwa,ukwehluleka.,morphological,class15_infinitive,0.360286,0.4472,Both
izethulo,izikhala,random_unrelated,,0.343409,0.285386,Both
ongumlingisi,besebancane.,random_unrelated,,0.416669,0.336669,Both
abahambi,abangamakhulu,morphological,class2_plural,0.287187,0.396031,Both
22.,zakhe,cooccurrence,freq=2,0.176118,0.288283,Both
siqaphe,bedubulana,random_unrelated,,0.344367,0.286057,Both
ikhefu,iyawa,morphological,class5_singular,0.430322,0.496225,Both
isitimela,ukuhamba,semantic_within,transport,0.279026,0.420318,Both
maphorisa,umuzi,random_unrelated,,0.461693,0.368185,Both
etafuleni,(afcon),random_unrelated,,0.366344,0.301441,Both
ahlela,okuchunywe,random_unrelated,,0.238475,0.211933,Both
ukuqhuba,ukuhlukumeza,random_unrelated,,0.282746,0.242922,Both
seyiba,usedalule,random_unrelated,,0.652553,0.501787,Both
ukuthuthukisa,ukukhohlwa,morphological,class15_infinitive,0.182217,0.322552,Both
babona,zedolobha,cooccurrence,freq=12,0.086887,0.225821,Both
uqhele,usezimele,morphological,class11,0.546035,0.577225,Both
ukuvulelwa,ukwesula,morphological,class15_infinitive,0.3439,0.43573,Both
ukuzilungiselela,ukungayihloniphi,morphological,class15_infinitive,0.433745,0.498621,Both
bezomthetho,2024,random_unrelated,,0.006622,0.049635,Both
unyaka,uyahamba,cooccurrence,freq=82,0.283821,0.363675,Both
isiteshi,isikhungo,semantic_within,places,0.323772,0.45164,Both
ebuzwa,kanjani,cooccurrence,freq=2,0.292196,0.369537,Both
lo,banikezwe,random_unrelated,,0.221609,0.200127,Both
ilokishi,isiteshi,semantic_within,places,0.383753,0.493627,Both
umndeni,ukuhamba,semantic_across,family_vs_transport,0.142117,0.189482,Both
abakhuliswe,abamanje,morphological,class2_plural,0.278434,0.389904,Both
