word1,word2,strategy,detail,cosine_similarity,heuristic_score,in_vocab
uphakamise,ungahamba,morphological,class11,0.279148,0.427489,Both
109),obabayo,random_unrelated,,0.246737,0.208042,Both
owayehamba,ukuthi,cooccurrence,freq=2,0.132595,0.299557,Both
uzokwazi,ubulale,morphological,class11,0.381184,0.48871,Both
konke,"omude,",cooccurrence,freq=2,0.324826,0.414896,Both
ucassper,nese-climate,random_unrelated,,0.663482,0.458089,Both
usheshe,ungenzi,morphological,class11,0.42427,0.514562,Both
muntu,yizintokazi,random_unrelated,,0.319648,0.251789,Both
ungahamba,uthabo,morphological,class11,0.249774,0.409864,Both
ushelele,ubengalishiyile,morphological,class11,0.351202,0.470721,Both
uphephile.,"uhambo,",morphological,class11,0.264847,0.418908,Both
uzakhele,uyamfundisa,morphological,class11,0.315438,0.449263,Both
nohulumeni,asezibiza,random_unrelated,,0.248581,0.209149,Both
iveni.,ikhwaya,morphological,class5_singular,0.437748,0.522649,Both
"emnyango,",767),random_unrelated,,0.39108,0.294648,Both
iqhude,izinkomo,semantic_within,animals,0.339362,0.503617,Both
umbuso,icala,semantic_within,government,0.49839,0.599034,Both
icwecwe,imvelo,semantic_across,music_vs_nature,0.308932,0.305359,Both
ukunqoba,ukunikezwa,morphological,class15_infinitive,0.484507,0.550704,Both
ikhaya,isikhungo,semantic_within,places,0.211416,0.42685,Both
"luseqalwa,",yize,cooccurrence,freq=2,0.496142,0.517685,Both
e-adam's,kokudubulana,cooccurrence,freq=2,0.727902,0.656741,Both
kungekho,lingagoqwa,random_unrelated,,0.356622,0.273973,Both
usezohoxa,uhlonishwe,morphological,class11,0.447734,0.52864,Both
kuyo,sekuke,cooccurrence,freq=2,0.42325,0.47395,Both
ekunciphiseni,nomunye,random_unrelated,,0.213463,0.188078,Both
badlalela,womabili,cooccurrence,freq=2,0.489927,0.513956,Both
engu-550nm.,speed,cooccurrence,freq=2,0.782881,0.689729,Both
abunhloli,"izisulu,",cooccurrence,freq=2,0.644098,0.606459,Both
ubuyelwe,usabalale,morphological,class11,0.420226,0.512136,Both
enkabeni,mhlawumbe-ke,cooccurrence,freq=2,0.632058,0.599235,Both
umfowethu,umabuya,morphological,class1_singular,0.379106,0.487463,Both
"yasenanda,",328),random_unrelated,,0.408192,0.304915,Both
izingane,lasehlobo.,cooccurrence,freq=2,0.406851,0.464111,Both
abanye,bahlala,cooccurrence,freq=10,0.361702,0.437021,Both
elibhekene,umhlathi,cooccurrence,freq=4,0.525001,0.535001,Both
udokotela,isifo,semantic_within,health,0.525064,0.615039,Both
isiteshi,ucingo,semantic_across,police_law_vs_technology,0.362527,0.337516,Both
babeyigila,ngabantu,cooccurrence,freq=2,0.566693,0.560016,Both
usumemezele,ubathintile,morphological,class11,0.358725,0.475235,Both
ushiye,ubesebenza,morphological,class11,0.272897,0.423738,Both
"ukubonga,",ukungalaleli,morphological,class15_infinitive,0.515487,0.569292,Both
zasendle.,akade,random_unrelated,,0.27142,0.222852,Both
besibona,festival.,random_unrelated,,0.395107,0.297064,Both
basazoqhubeka,ukuthi,cooccurrence,freq=4,0.262926,0.377756,Both
"ukuxhumana,",zokufundisa,cooccurrence,freq=2,0.454823,0.492894,Both
ukudla,ubisi,semantic_within,food,0.338795,0.503277,Both
"""ngisuke",nokuzizwa,random_unrelated,,0.149069,0.149441,Both
kadisemba.,ibhange,random_unrelated,,0.321055,0.252633,Both
nezilwane.,"nasemqondweni,",random_unrelated,,0.305432,0.243259,Both
lomuntu,"zokuphila,",cooccurrence,freq=2,0.476572,0.505943,Both
"unakekeleke,",usephonsele,morphological,class11,0.468196,0.540918,Both
usheshe,nokwe.,random_unrelated,,0.296598,0.237959,Both
abafundi,ukuhlela,cooccurrence,freq=6,0.179966,0.32798,Both
ukunikela,ukwakha,cooccurrence,freq=2,0.382654,0.449592,Both
oluvikela,luyikhono,random_unrelated,,0.456856,0.334114,Both
imali,umrepha,cooccurrence,freq=2,0.260175,0.376105,Both
ababukhali,zomoya,random_unrelated,,0.298221,0.238933,Both
esimatasa,bakwa-als,random_unrelated,,0.316643,0.249986,Both
mngomezulu,uyolinda,random_unrelated,,0.37629,0.285774,Both
abangasizakala,amakhosi,random_unrelated,,0.140974,0.144584,Both
imfe,isinqumo,cooccurrence,freq=2,0.534785,0.540871,Both
ithuluzi,babonisane,random_unrelated,,0.254177,0.212506,Both
inyoni,iphepha,semantic_across,animals_vs_education,0.266813,0.280088,Both
ibe,itoyota,morphological,class5_singular,0.298425,0.439055,Both
ukuyokwenza,ukusebenza.,morphological,class15_infinitive,0.38864,0.493184,Both
(isisho,903),cooccurrence,freq=2,0.820415,0.712249,Both
ngathatha,ngokuthi,cooccurrence,freq=2,0.197154,0.338292,Both
"ezayo,",uhlela,cooccurrence,freq=2,0.398754,0.459253,Both
uphahla.,uzilolonge,morphological,class11,0.382877,0.489726,Both
uthenge,ungakwazi,morphological,class11,0.347823,0.468694,Both
uqinisekise,ubungani,morphological,class11,0.153421,0.352053,Both
421),nokubambisana,cooccurrence,freq=2,0.745697,0.667418,Both
umrepha,ikhaya,semantic_across,music_vs_places,0.188197,0.232918,Both
ihlosi,izinja,semantic_within,animals,0.566826,0.640095,Both
endabuko,izicathulo,cooccurrence,freq=6,0.510447,0.526268,Both
african,ngesikhathi,cooccurrence,freq=2,0.232155,0.359293,Both
idolobha,isiteshi,semantic_within,places,0.532233,0.61934,Both
"yango-2021,",sokutakula,random_unrelated,,0.245848,0.207509,Both
ibhange,ingcebo,semantic_within,money,0.249071,0.449443,Both
inkosi,umbuso,semantic_within,government,0.507406,0.604444,Both
kanti,"nyakenye,",cooccurrence,freq=2,0.290898,0.394539,Both
ubuka,usebenze,morphological,class11,0.279276,0.427566,Both
owamanqamu,wecarling,cooccurrence,freq=4,0.815807,0.709484,Both
lapho,seliluhlaza.,cooccurrence,freq=2,0.38492,0.450952,Both
inja,izimvu,semantic_within,animals,0.406806,0.544084,Both
ukuvikela,ukarabo,morphological,class15_infinitive,0.412053,0.507232,Both
izigameko,izinkontileka,morphological,class8_plural,0.51032,0.566192,Both
bekhula,kunemiqulu,random_unrelated,,0.175037,0.165022,Both
igcina,ifaka,morphological,class5_singular,0.252478,0.411487,Both
izinga,izitimela,morphological,class8_plural,0.308795,0.445277,Both
lemoto,ngesawo.,random_unrelated,,0.535477,0.381286,Both
isinkwa,ikhukhamba,semantic_within,food,0.294887,0.476932,Both
kukamasipala,ukuduna,random_unrelated,,0.330254,0.258153,Both
"culo,",fc.,random_unrelated,,0.526871,0.376123,Both
ubonga,uzibekele,morphological,class11,0.278341,0.427004,Both
ezivela,ithimba,cooccurrence,freq=2,0.372783,0.44367,Both
imfihlo,iligi,random_unrelated,,0.528018,0.376811,Both
ukuxhumana,umabonakude,semantic_within,technology,0.365315,0.519189,Both
ukunakekelwa,ukubeka,morphological,class15_infinitive,0.497925,0.558755,Both
emhlane,makwa.,random_unrelated,,0.306489,0.243893,Both
ukuhamba,isikhungo,semantic_across,transport_vs_places,0.244515,0.266709,Both
abanye,nentshisekelo,cooccurrence,freq=2,0.241277,0.364766,Both
ukuphumula,ukudliwa,morphological,class15_infinitive,0.365689,0.479413,Both
eya,ngidlula,cooccurrence,freq=2,0.48835,0.51301,Both
"molefe,","imoto,",random_unrelated,,0.273974,0.224385,Both
beqhuba,ikuceba,random_unrelated,,0.362032,0.277219,Both
ukukulungisa,"ukuwabulala,",morphological,class15_infinitive,0.36031,0.476186,Both
4×4,fortuner,cooccurrence,freq=2,0.773213,0.683928,Both
umotala,umcabango,morphological,class1_singular,0.583559,0.610136,Both
uphinde,uyaxolisa,morphological,class11,0.375263,0.485158,Both
amakhono,amathuba,cooccurrence,freq=2,0.476557,0.505934,Both
"zicebile,",ubiza,random_unrelated,,0.221718,0.193031,Both
"kunalokho,",ukungazisoli,cooccurrence,freq=2,0.497996,0.518798,Both
zonke,elihola,random_unrelated,,0.218689,0.191213,Both
uzelule,u-eco,morphological,class11,0.437117,0.52227,Both
futhi,okholelwa,cooccurrence,freq=2,0.190436,0.334262,Both
ukubhala,ukufunda,semantic_within,education,0.500666,0.6004,Both
597),"motsei,",random_unrelated,,0.448478,0.329087,Both
nokudlisa,ewu-41,random_unrelated,,0.361267,0.27676,Both
uthanda,ufake,morphological,class11,0.198227,0.378936,Both
iqhubekile,ibhalisele,morphological,class5_singular,0.212075,0.387245,Both
enganakekile,enye,cooccurrence,freq=4,0.551967,0.55118,Both
yayinesivinini,esizobafaka,random_unrelated,,0.408143,0.304886,Both
130),emshadweni.,cooccurrence,freq=2,0.787423,0.692454,Both
ravi,izinyosi,random_unrelated,,0.272632,0.223579,Both
ezingabasiza,eziyizinkinga,random_unrelated,,0.660594,0.456356,Both
amandla,igxile,cooccurrence,freq=2,0.27979,0.387874,Both
usheleni,uboya,morphological,class11,0.351681,0.471008,Both
"izinto,",nokuthuthukisa,cooccurrence,freq=2,0.366864,0.440118,Both
ezingadingekile,ngezingxoxo,cooccurrence,freq=2,0.653239,0.611943,Both
ibingamgculisi,"ikhefu,",morphological,class5_singular,0.395371,0.497223,Both
ubukade,udadewabo,morphological,class11,0.409655,0.505793,Both
nini,nje,cooccurrence,freq=2,0.265236,0.379141,Both
"ka-matric,",kokuwanikela,random_unrelated,,0.396941,0.298165,Both
ekhipha,"ebusuku,",random_unrelated,,0.262425,0.217455,Both
ubisi,uhambo,semantic_across,food_vs_transport,0.271414,0.282848,Both
ezigqugquzela,"ukubekezelelana,",cooccurrence,freq=4,0.571506,0.562903,Both
izinkomo,ucingo,semantic_across,animals_vs_technology,0.161017,0.21661,Both
eshayela,igciwane,random_unrelated,,0.200054,0.180033,Both
isikole,ulwazi,semantic_within,education,0.390759,0.534455,Both
i-anc.,kwamanye,random_unrelated,,0.349606,0.269764,Both
isitimela,itekisi,semantic_within,transport,0.426073,0.555644,Both
ukuzilolonga,"ukuphumula,",morphological,class15_infinitive,0.360621,0.476373,Both
abapikwe,abangaphakathi.,morphological,class2_plural,0.464342,0.538605,Both
"isibindi,",isizathu,morphological,class7_singular,0.365561,0.479337,Both
ixhunywe,kahle.,cooccurrence,freq=2,0.42412,0.474472,Both
umbhalo,ukuxhumana,semantic_across,music_vs_technology,0.2682,0.28092,Both
"""konke",255),random_unrelated,,0.368391,0.281035,Both
umkhankaso,zabo,cooccurrence,freq=2,0.234656,0.360794,Both
"kanzima,",edlala,random_unrelated,,0.316842,0.250105,Both
icwecwe,umbhalo,semantic_within,music,0.37061,0.522366,Both
ebuzwa,ngesizathu,cooccurrence,freq=2,0.378312,0.446987,Both
ikhanyisa,ikhipha,morphological,class5_singular,0.313441,0.448065,Both
lezi,wonke,cooccurrence,freq=2,0.301328,0.400797,Both
"kwabantu,",nokubambisana,cooccurrence,freq=2,0.280165,0.388099,Both
inezithombe,iphepha,cooccurrence,freq=4,0.402417,0.46145,Both
ngenkani,south,random_unrelated,,0.261848,0.217109,Both
kuwumsebenzi,umngqithi,cooccurrence,freq=2,0.394544,0.456726,Both
usinokholo,ulimale,morphological,class11,0.343218,0.465931,Both
ugubha,usukume,morphological,class11,0.354905,0.472943,Both
ungena,uyaludinga,morphological,class11,0.35308,0.471848,Both
ingakapheli,yini,cooccurrence,freq=2,0.362022,0.437213,Both
lemigulukudu,walo,cooccurrence,freq=2,0.423825,0.474295,Both
bapholise,izindawo,cooccurrence,freq=2,0.459977,0.495986,Both
ukuba,ukuzelapha.,cooccurrence,freq=2,0.315597,0.409358,Both
basezindaweni,"nokwethembana,",random_unrelated,,0.210693,0.186416,Both
ukwedlula,ukujwayela,morphological,class15_infinitive,0.368964,0.481379,Both
ukuza,ukulahlekelwa,morphological,class15_infinitive,0.465866,0.539519,Both
abokufika,qoqa,random_unrelated,,0.233122,0.199873,Both
abanawo,"abalaleli,""",morphological,class2_plural,0.502567,0.56154,Both
kugcine,"sodwa,",cooccurrence,freq=2,0.51917,0.531502,Both
nalokho,wukubhukuda,cooccurrence,freq=2,0.531807,0.539084,Both
ukhumbule,ukumosha,morphological,class15_infinitive,0.389191,0.493515,Both
inqwaba,kusuke,cooccurrence,freq=2,0.437834,0.482701,Both
uhlela,uqolothakamango,morphological,class11,0.229411,0.397647,Both
emsakazweni,kwabenze,cooccurrence,freq=2,0.399751,0.459851,Both
kanti,ziphumula,cooccurrence,freq=4,0.402938,0.461763,Both
"''nakhuya,",ethi:,cooccurrence,freq=2,0.679418,0.627651,Both
"yomsindo,",clay,random_unrelated,,0.493488,0.356093,Both
inkosi,umsakazo,semantic_across,government_vs_technology,0.363349,0.338009,Both
usuvuna,uqhubeke,morphological,class11,0.547992,0.588795,Both
ukunyakaza,ukusibhala,morphological,class15_infinitive,0.516034,0.56962,Both
uphethiloli,ubengakabi,morphological,class11,0.364884,0.47893,Both
ungakanani,udokotela.,morphological,class11,0.265778,0.419467,Both
abamthanda,ababhalanga,morphological,class2_plural,0.538876,0.583325,Both
lokhu,ukuziqeqesha,cooccurrence,freq=2,0.300546,0.400327,Both
uvumelene,uzisayinele,morphological,class11,0.492726,0.555636,Both
benze,ube,cooccurrence,freq=2,0.277453,0.386472,Both
kuqale,zidala,cooccurrence,freq=2,0.436347,0.481808,Both
umfazi,mfowethu,semantic_within,family,0.380713,0.528428,Both
agcinwa,ngokucophelela.,cooccurrence,freq=2,0.606889,0.584134,Both
enkulu.,azodlala,random_unrelated,,0.267231,0.220339,Both
usale,ungazami,morphological,class11,0.522472,0.573483,Both
abangasenayo,ababukeli,morphological,class2_plural,0.549102,0.589461,Both
imfundiso,641),random_unrelated,,0.409503,0.305702,Both
asezwiswe,emuva,cooccurrence,freq=2,0.437054,0.482233,Both
"nawakhe,",nawuthando,cooccurrence,freq=2,0.557583,0.55455,Both
442),abantulayo.,random_unrelated,,0.348245,0.268947,Both
zokuziphatha,ubuchwepheshe,random_unrelated,,0.216107,0.189664,Both
"ngizokutshela,",229),random_unrelated,,0.456022,0.333613,Both
matric),ezingakhokhi,random_unrelated,,0.298172,0.238903,Both
uziqambela,ujabula,morphological,class11,0.451387,0.530832,Both
amaphoyisa,inhlamvu,semantic_within,police_law,0.377132,0.526279,Both
amacala,541),random_unrelated,,0.363534,0.27812,Both
isikole,umbuso,semantic_across,education_vs_government,0.177702,0.226621,Both
azoshayela,besengamabamba,cooccurrence,freq=2,0.535234,0.54114,Both
"""lokhu",ezizokwenza,random_unrelated,,0.28254,0.229524,Both
maqondana,senona,cooccurrence,freq=2,0.52283,0.533698,Both
futhi,izigcawu,cooccurrence,freq=2,0.276548,0.385929,Both
iqembu,ikakhulukazi,morphological,class5_singular,0.328893,0.457336,Both
iqoqe,iwest,morphological,class5_singular,0.380671,0.488403,Both
uphunyuke.,udisemba,morphological,class11,0.377359,0.486415,Both
ngokushesha.,wakho,cooccurrence,freq=2,0.287706,0.392624,Both
sabo.,454),random_unrelated,,0.325665,0.255399,Both
ezihlonipha,obuhle.,cooccurrence,freq=2,0.415333,0.4692,Both
umculo,umbhalo,semantic_within,music,0.439071,0.563443,Both
idolobha,ihhotela,semantic_within,places,0.493845,0.596307,Both
inkosi,ingoma,semantic_across,government_vs_music,0.373856,0.344313,Both
kwithelevishini.,"kwesitolo,",random_unrelated,,0.335489,0.261293,Both
yokukhula,laseningizimu,random_unrelated,,0.268068,0.220841,Both
abheke,kule,cooccurrence,freq=2,0.367612,0.440567,Both
imali,ukonga,semantic_within,money,0.355653,0.513392,Both
umrepha,umculi,semantic_within,music,0.443736,0.566242,Both
abagibeli,abafuna,morphological,class2_plural,0.446824,0.528094,Both
izindaba,zikhuluma,cooccurrence,freq=4,0.365068,0.439041,Both
esikoleni,isikhalazo,cooccurrence,freq=2,0.435925,0.481555,Both
ezihamba,izingane,cooccurrence,freq=2,0.323908,0.414345,Both
eqhubeka,ngabazali,cooccurrence,freq=2,0.317951,0.410771,Both
abadlali,sikweleta,cooccurrence,freq=2,0.513749,0.528249,Both
izinkomba,udalule,cooccurrence,freq=2,0.423387,0.474032,Both
nonaledi,bami,random_unrelated,,0.100919,0.120551,Both
esihle,yisikhathi,cooccurrence,freq=6,0.408911,0.465346,Both
eziphendulela,664),random_unrelated,,0.275963,0.225578,Both
elaqala,nokusiza,random_unrelated,,0.296618,0.237971,Both
izintaba,"izincwadi,",morphological,class8_plural,0.422557,0.513534,Both
lapho,yobuciko,cooccurrence,freq=2,0.286803,0.392082,Both
ukuzilungiselela,ukucabanga,morphological,class15_infinitive,0.321604,0.452962,Both
ngacela,510),random_unrelated,,0.438247,0.322948,Both
cup,okudlulela,cooccurrence,freq=2,0.55257,0.551542,Both
uhambo,uyaminza,morphological,class11,0.419388,0.511633,Both
umbuso,indlovukazi,semantic_within,government,0.532296,0.619377,Both
ubumnandi,u-zero,morphological,class11,0.377066,0.48624,Both
uyisebenzisa,ususegunjini,morphological,class11,0.329535,0.457721,Both
mdlali,wethenisi,random_unrelated,,0.510248,0.366149,Both
awina,"ekugcineni,""",random_unrelated,,0.411614,0.306968,Both
igada,ifaka,morphological,class5_singular,0.267048,0.420229,Both
"izivakashi,",zonke,cooccurrence,freq=2,0.320631,0.412378,Both
nje,umkhuleko,cooccurrence,freq=2,0.339278,0.423567,Both
nokuzobandakanya,asiza,random_unrelated,,0.314526,0.248716,Both
mhla,"bekhaliphile,""",random_unrelated,,0.252231,0.211338,Both
ukuphepha.,"ukunikela,",morphological,class15_infinitive,0.470989,0.542593,Both
ufuna,uthola,morphological,class11,0.189248,0.373549,Both
ibingamgculisi,i-advanced,morphological,class5_singular,0.495977,0.557586,Both
engu-1.5,488),random_unrelated,,0.411718,0.307031,Both
ukaze,ukhiphe,morphological,class15_infinitive,0.385257,0.491154,Both
ubemthandazela,ubathintile,morphological,class11,0.447354,0.528412,Both
uhewlett.,uhlonishwe,morphological,class11,0.487745,0.552647,Both
abalulekile,abazama,morphological,class2_plural,0.511817,0.56709,Both
ubudokotela,"u-anthony,",morphological,class11,0.341136,0.464682,Both
noluthando,ukuthi,cooccurrence,freq=2,0.188521,0.333113,Both
nezihlahla,ubuso,cooccurrence,freq=2,0.425157,0.475094,Both
usuku,ulayini,morphological,class11,0.355574,0.473344,Both
esenzeka,825),random_unrelated,,0.323688,0.254213,Both
mbokodo,"ngaphandle,",random_unrelated,,0.260847,0.216508,Both
erick,izolo,cooccurrence,freq=2,0.608852,0.585311,Both
"ligi,",nobuhlungu,random_unrelated,,0.456886,0.334132,Both
sokuthi,omncane.,random_unrelated,,0.159684,0.15581,Both
izincwadi,izinhlelo,morphological,class8_plural,0.328692,0.457215,Both
bezifuqa,online,random_unrelated,,0.317149,0.250289,Both
bomdlalo,kungenze,cooccurrence,freq=2,0.410393,0.466236,Both
"esayidlalie,",kanye,cooccurrence,freq=2,0.309419,0.405652,Both
umhlengikazi,impilo,semantic_within,health,0.184023,0.410414,Both
izintaba,imithi,semantic_within,nature,0.479716,0.58783,Both
kanje.,"kusenesikhathi,”",cooccurrence,freq=2,0.475499,0.505299,Both
ngokuvubela,sokudubulana.,random_unrelated,,0.325564,0.255339,Both
inja,lendlu.,cooccurrence,freq=2,0.736965,0.662179,Both
umfundi,imfundo,semantic_within,education,0.517438,0.610463,Both
isilonda,kuchaza,random_unrelated,,0.315187,0.249112,Both
wukubuyekeza,850),random_unrelated,,0.474827,0.344896,Both
enye,nansi,cooccurrence,freq=4,0.48407,0.510442,Both
umcimbi,wakhe,cooccurrence,freq=4,0.3563,0.43378,Both
amabhayisikili,amathuba.,morphological,class6_plural,0.554286,0.592572,Both
inkampani,ukudlala,semantic_across,money_vs_sport,0.172686,0.223611,Both
elincane.,"izingoma,",random_unrelated,,0.213012,0.187807,Both
nokuzidela,ezimpilweni,random_unrelated,,0.328983,0.25739,Both
ekufeni,iyakwazi,random_unrelated,,0.166633,0.15998,Both
uhulumeni,umbuso,semantic_within,government,0.473372,0.584023,Both
kodwa,kungani,cooccurrence,freq=4,0.317211,0.410327,Both
nokunika,inkanyezi,random_unrelated,,0.25538,0.213228,Both
izingane,zihleka.,cooccurrence,freq=2,0.521094,0.532657,Both
ukuphinde,ukubhalwa,morphological,class15_infinitive,0.410735,0.506441,Both
emjahweni,owahlangabezana,cooccurrence,freq=144,0.681021,0.628613,Both
ithumele,i-arrows,random_unrelated,,0.184583,0.17075,Both
ukuveza,ukuthuthukiswa,morphological,class15_infinitive,0.386359,0.491816,Both
inkakha,inohlelo,morphological,class9_singular,0.392875,0.495725,Both
ngasethunjini,olwandulela,cooccurrence,freq=4,0.58918,0.573508,Both
yamagcokama,amavithamini,random_unrelated,,0.391927,0.295156,Both
obekwenza,"emfundweni,",random_unrelated,,0.292278,0.235367,Both
uhloniphe,uxhaso.,morphological,class11,0.256189,0.413713,Both
